family,label_budget_per_class,head_updates,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,cells
PRODIGY,100,0,0.5042754370329933,0.1915551827797157,0.49155175241050597,0.14452412339223403,0.4784908773014343,0.14670010519455634,36
PRODIGY,100,1,0.7939382471836528,0.1837077929066884,0.7425249054118788,0.17121558531529893,0.7343302843960482,0.17018446451870067,36
PRODIGY,100,10,0.8050408327083816,0.18380010894039892,0.7634688661160628,0.17398589075815596,0.7551869578628465,0.17229101593271104,36
PRODIGY,100,100,0.7835733856401357,0.18302930463597464,0.7505717001807979,0.1751565919106925,0.7411443363740469,0.17274085645071052,36
Raw MLP,0,0,0.5394838507128655,0.06088761729836403,0.5184728303218787,0.05579415478751887,0.48650510084741533,0.047217318641176655,12
Raw MLP,1,0,0.5394838507128655,0.06088761729836403,0.5184728303218787,0.05579415478751887,0.48650510084741533,0.047217318641176655,12
Raw MLP,1,1,0.6380367807848214,0.1281174821328528,0.5920380397228696,0.09372737348508103,0.5685298370211841,0.10127715785274852,12
Raw MLP,1,10,0.6068327026961662,0.10041873093903753,0.5573859285885493,0.06327850299012772,0.5445521365185738,0.06396330887419177,12
Raw MLP,1,100,0.581818549383253,0.07953182721233464,0.5457025512727913,0.05915404372846852,0.5286732191385533,0.0644728765039179,12
Raw MLP,10,0,0.5394838507128655,0.06088761729836403,0.5184728303218787,0.05579415478751887,0.48650510084741533,0.047217318641176655,12
Raw MLP,10,1,0.6804415176044,0.17136455633628947,0.6331798604892399,0.13755046918150063,0.6178108066111652,0.13677978005317087,12
Raw MLP,10,10,0.6659306215586139,0.15714075522073773,0.6249048783993153,0.127613042690383,0.6068453465862388,0.12784958407269822,12
Raw MLP,10,100,0.6542331792422971,0.14720473135141654,0.6118763140105964,0.12212480856275393,0.5893124731218868,0.12427907754883245,12
Raw MLP,100,0,0.5394838507128655,0.06088761729836403,0.5184728303218787,0.05579415478751887,0.48650510084741533,0.047217318641176655,12
Raw MLP,100,1,0.7217290731108726,0.16347483865464085,0.6587080498216477,0.14094273009418493,0.6346789917801865,0.1499299069165481,12
Raw MLP,100,10,0.712000564676082,0.1664317773108829,0.6683247257521802,0.12823126368339788,0.6519084184546652,0.13142997679094193,12
Raw MLP,100,100,0.7010589587930856,0.15041872956720762,0.6627324517193727,0.12689207160316351,0.6505846169175867,0.12295131243916319,12
Raw logistic,0,0,0.4604925722354794,0.10062399657721571,0.4769320831596883,0.06550559319816794,0.4644677383790971,0.06987107620699468,12
Raw logistic,1,0,0.4604925722354794,0.10062399657721571,0.4769320831596883,0.06550559319816794,0.4644677383790971,0.06987107620699468,12
Raw logistic,1,1,0.5984576249959724,0.11714050460979256,0.561639691243018,0.07556604184409538,0.5431748690011061,0.07744077147231032,12
Raw logistic,1,10,0.6267411416945989,0.13277714919484676,0.5806175964814629,0.09247271146581326,0.5597159513730193,0.09679107460523635,12
Raw logistic,1,100,0.6283004345276032,0.1337473133862046,0.5821148317545691,0.09372988240430534,0.5611236553689187,0.09815657362389407,12
Raw logistic,10,0,0.4604925722354794,0.10062399657721571,0.4769320831596883,0.06550559319816794,0.4644677383790971,0.06987107620699468,12
Raw logistic,10,1,0.6613147963227997,0.15934752519982018,0.6095959160391801,0.12056208548359683,0.5958277307279494,0.12253195765559707,12
Raw logistic,10,10,0.6749313849414369,0.1638654474602468,0.6228230639206999,0.1252326809254283,0.6125421422174245,0.12362677430275217,12
Raw logistic,10,100,0.6744587069947686,0.16346267303599388,0.6224161119861593,0.12508114613560786,0.6122737321637297,0.12326692207849324,12
Raw logistic,100,0,0.4604925722354794,0.10062399657721571,0.4769320831596883,0.06550559319816794,0.4644677383790971,0.06987107620699468,12
Raw logistic,100,1,0.7071184957744282,0.16105520930373965,0.6474350629713798,0.12619771862231463,0.6327141738373735,0.1277252112588137,12
Raw logistic,100,10,0.7139318062571532,0.16470598564334846,0.6544112931887107,0.12205262544255344,0.6434921871141728,0.12077715092932212,12
Raw logistic,100,100,0.7111837037467618,0.16287337296344265,0.6530581157786821,0.12341641232852275,0.6426745570153646,0.12195900227151667,12
SAMGPT,0,0,0.5562639333874525,0.1087715898299131,0.5349185319238672,0.07674182557796573,0.5240877601213776,0.07830493701166845,36
SAMGPT,1,0,0.5562639333874525,0.1087715898299131,0.5349185319238672,0.07674182557796573,0.5240877601213776,0.07830493701166845,36
SAMGPT,1,1,0.5559552030838291,0.11313200591287371,0.5151403917757209,0.06208017597775048,0.5041548304335491,0.05914203619785363,36
SAMGPT,1,10,0.5577115811634391,0.12235887441412319,0.519581358647468,0.065881407945486,0.5068682535075268,0.06087640603379109,36
SAMGPT,1,100,0.5582319364726829,0.12143205264762044,0.5211749286843959,0.06685905620672843,0.5089783579337355,0.06184022644391966,36
SAMGPT,10,0,0.5562639333874525,0.1087715898299131,0.5349185319238672,0.07674182557796573,0.5240877601213776,0.07830493701166845,36
SAMGPT,10,1,0.6034391465073052,0.11046539521188206,0.5596857843853157,0.06164984911649244,0.5414205558921311,0.06641013158261608,36
SAMGPT,10,10,0.7169135870390047,0.1663576958888143,0.6564051073725695,0.14931764783464294,0.6485848395261065,0.15112462166241655,36
SAMGPT,10,100,0.7179755104156926,0.1701280965508987,0.6772339585492219,0.16536064807527667,0.6692711346977305,0.16689271034727102,36
SAMGPT,100,0,0.5562639333874525,0.1087715898299131,0.5349185319238672,0.07674182557796573,0.5240877601213776,0.07830493701166845,36
SAMGPT,100,1,0.6419932298693254,0.11528572914979215,0.5763731203896942,0.06590631048152504,0.5591382646140668,0.06276442653841349,36
SAMGPT,100,10,0.7701367152150562,0.17047045438060052,0.7181275717371888,0.15880430992309355,0.7073765024850563,0.16031481514765558,36
SAMGPT,100,100,0.7647366523219399,0.17351789861198397,0.7355917988628519,0.16909084869608795,0.7253447832593312,0.16921094265205358,36
VISION,0,0,0.47401859054076234,0.07969716005563175,0.4856667915152977,0.05642941596590694,0.4721709740534059,0.058104934647431515,36
VISION,1,0,0.47401859054076234,0.07969716005563175,0.4856667915152977,0.05642941596590694,0.4721709740534059,0.058104934647431515,36
VISION,1,1,0.6212425123912543,0.12476228931998642,0.5850544601561141,0.08835342535461273,0.566013266804063,0.0914200902480789,36
VISION,1,10,0.6314663445365258,0.12341750291565692,0.5912637682036448,0.08482676417079701,0.570962873701124,0.0915840554233139,36
VISION,1,100,0.6314216728469678,0.12274732739379327,0.5908528937153814,0.08404237865491922,0.5706491922663677,0.09096187366665305,36
VISION,10,0,0.47401859054076234,0.07969716005563175,0.4856667915152977,0.05642941596590694,0.4721709740534059,0.058104934647431515,36
VISION,10,1,0.6726895992692975,0.16072182631398185,0.6200838274513143,0.11794773186831503,0.6078366876224423,0.11721628864158494,36
VISION,10,10,0.6790872643655981,0.14952443937808457,0.623643435575373,0.1129330535453714,0.6146274721224108,0.10936523237905806,36
VISION,10,100,0.6752753892430173,0.147470171856301,0.6213678923831437,0.11032743686955405,0.6122565590701003,0.10729622398987246,36
VISION,100,0,0.47401859054076234,0.07969716005563175,0.4856667915152977,0.05642941596590694,0.4721709740534059,0.058104934647431515,36
VISION,100,1,0.7109684772922065,0.15810738901288796,0.647030271373838,0.12417303213069908,0.6342805925541392,0.12386030902173609,36
VISION,100,10,0.7336358149602231,0.15944881413939635,0.6742887896389776,0.12051478985813519,0.6633247838465997,0.11691652447300034,36
VISION,100,100,0.7118544647950253,0.15535235219724491,0.6602608032524383,0.12214962805309436,0.6482097516071893,0.11767240738081354,36
