order,rung,added,n_sources,sources,model_key,task,dataset,target,metric,value,primary,entry_rung,rel_to_entry,in_merge
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,pl,twibot20,,accuracy,0.5895833333333333,0,7,1,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,pl,twibot20,,f1,0.6086611044894716,0,7,1,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,pl,twibot20,,roc_auc,0.6258281388888889,1,7,1,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,pl,ukr_rus_suspended,,accuracy,0.508,0,6,2,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,pl,ukr_rus_suspended,,f1,0.5,0,6,2,1
A,8,cp_hk,8,ukr_rus covid midterm covid_political election2020 ukr_rus_suspended twibot20 cp_hk,merged_ukr_rus_covid_midterm_all8_nm_wb,pl,ukr_rus_suspended,,roc_auc,0.507736,1,6,2,1
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,covid_political,,accuracy,0.8506666666666667,0,7,-6,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,covid_political,,f1,0.847748513169074,0,7,-6,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,covid_political,,roc_auc,0.9074703888888888,1,7,-6,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,election2020,,accuracy,0.965,0,8,-7,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,election2020,,f1,0.9655850540806293,0,8,-7,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,election2020,,roc_auc,0.982676,1,8,-7,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,twibot20,,accuracy,0.5709166666666666,0,3,-2,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,twibot20,,f1,0.5725197177251972,0,3,-2,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,twibot20,,roc_auc,0.6016128055555555,1,3,-2,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,ukr_rus_suspended,,accuracy,0.5,0,5,-4,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,ukr_rus_suspended,,f1,0.503968253968254,0,5,-4,0
B,1,covid,1,covid,nm_ss_covid19_twitter,pl,ukr_rus_suspended,,roc_auc,0.49838000000000005,1,5,-4,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,covid_political,,accuracy,0.83775,0,7,-5,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,covid_political,,f1,0.8334331422705107,0,7,-5,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,covid_political,,roc_auc,0.897272513888889,1,7,-5,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,election2020,,accuracy,0.967,0,8,-6,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,election2020,,f1,0.9674234945705824,0,8,-6,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,election2020,,roc_auc,0.982332,1,8,-6,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,twibot20,,accuracy,0.594,0,3,-1,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,twibot20,,f1,0.5962207856787668,0,3,-1,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,twibot20,,roc_auc,0.6269567638888889,1,3,-1,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,ukr_rus_suspended,,accuracy,0.531,0,5,-3,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,ukr_rus_suspended,,f1,0.5209397344228804,0,5,-3,0
B,2,ukr_rus,2,covid ukr_rus,merged_ukr_rus_covid_nm_wb,pl,ukr_rus_suspended,,roc_auc,0.529814,1,5,-3,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,covid_political,,accuracy,0.8415,0,7,-4,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,covid_political,,f1,0.8370179948586118,0,7,-4,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,covid_political,,roc_auc,0.9029265138888889,1,7,-4,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,election2020,,accuracy,0.967,0,8,-5,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,election2020,,f1,0.9674234945705824,0,8,-5,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,election2020,,roc_auc,0.982404,1,8,-5,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,twibot20,,accuracy,0.58825,0,3,0,1
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,twibot20,,f1,0.5416086835513498,0,3,0,1
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,twibot20,,roc_auc,0.6308568055555555,1,3,0,1
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,ukr_rus_suspended,,accuracy,0.512,0,5,-2,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,ukr_rus_suspended,,f1,0.48523206751054854,0,5,-2,0
B,3,twibot20,3,covid ukr_rus twibot20,nm_ladder_ordB_r3,pl,ukr_rus_suspended,,roc_auc,0.528542,1,5,-2,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,covid_political,,accuracy,0.8490833333333333,0,7,-3,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,covid_political,,f1,0.849321906980614,0,7,-3,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,covid_political,,roc_auc,0.907225638888889,1,7,-3,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,election2020,,accuracy,0.972,0,8,-4,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,election2020,,f1,0.9723865877712031,0,8,-4,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,election2020,,roc_auc,0.983652,1,8,-4,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,twibot20,,accuracy,0.60125,0,3,1,1
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,twibot20,,f1,0.6075617157385385,0,3,1,1
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,twibot20,,roc_auc,0.63724625,1,3,1,1
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,ukr_rus_suspended,,accuracy,0.526,0,5,-1,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,ukr_rus_suspended,,f1,0.5163265306122449,0,5,-1,0
B,4,midterm,4,covid ukr_rus twibot20 midterm,nm_ladder_ordB_r4,pl,ukr_rus_suspended,,roc_auc,0.541622,1,5,-1,0
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,covid_political,,accuracy,0.84225,0,7,-2,0
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,covid_political,,f1,0.8437732111908889,0,7,-2,0
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,covid_political,,roc_auc,0.9013501944444443,1,7,-2,0
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,election2020,,accuracy,0.968,0,8,-3,0
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,election2020,,f1,0.9684418145956607,0,8,-3,0
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,election2020,,roc_auc,0.9854479999999999,1,8,-3,0
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,twibot20,,accuracy,0.6054166666666667,0,3,2,1
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,twibot20,,f1,0.610960479829102,0,3,2,1
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,twibot20,,roc_auc,0.6449099027777777,1,3,2,1
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,ukr_rus_suspended,,accuracy,0.505,0,5,0,1
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,ukr_rus_suspended,,f1,0.5113524185587365,0,5,0,1
B,5,ukr_rus_suspended,5,covid ukr_rus twibot20 midterm ukr_rus_suspended,nm_ladder_ordB_r5,pl,ukr_rus_suspended,,roc_auc,0.5043799999999999,1,5,0,1
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,covid_political,,accuracy,0.836,0,7,-1,0
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,covid_political,,f1,0.832425068119891,0,7,-1,0
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,covid_political,,roc_auc,0.903710625,1,7,-1,0
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,election2020,,accuracy,0.97,0,8,-2,0
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,election2020,,f1,0.9705882352941176,0,8,-2,0
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,election2020,,roc_auc,0.9859,1,8,-2,0
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,twibot20,,accuracy,0.5990833333333333,0,3,3,1
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,twibot20,,f1,0.5882050843105366,0,3,3,1
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,twibot20,,roc_auc,0.6444040833333333,1,3,3,1
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,ukr_rus_suspended,,accuracy,0.494,0,5,1,1
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,ukr_rus_suspended,,f1,0.4794238683127572,0,5,1,1
B,6,cp_hk,6,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk,nm_ladder_ordB_r6,pl,ukr_rus_suspended,,roc_auc,0.504812,1,5,1,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,covid_political,,accuracy,0.8493333333333334,0,7,0,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,covid_political,,f1,0.8414035087719298,0,7,0,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,covid_political,,roc_auc,0.9137913194444444,1,7,0,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,election2020,,accuracy,0.972,0,8,-1,0
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,election2020,,f1,0.9724950884086444,0,8,-1,0
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,election2020,,roc_auc,0.985628,1,8,-1,0
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,twibot20,,accuracy,0.5928333333333333,0,3,4,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,twibot20,,f1,0.6013381201044387,0,3,4,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,twibot20,,roc_auc,0.6270604861111111,1,3,4,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,ukr_rus_suspended,,accuracy,0.516,0,5,2,1
B,7,covid_political,7,covid ukr_rus twibot20 midterm ukr_rus_suspended cp_hk covid_political,nm_ladder_ordB_r7,pl,ukr_rus_suspended,,f1,0.4979253112033195,0,5,2,1
