model,dataset,shots,target,task,split,run,spearman,rmse,mae,r2,mse
task_transfer_covid_nm,ukr_rus_twitter,10,favourites_count,regression,test,eval_task_transfer_covid_nm_to_ukr_rus_twitter_reg_10shot_favourites_count_07_07_2026_08_42_53,-0.05759139697752494,8.552033870676338,8.117836952209473,-9.244702339172363,73.13728332519531
task_transfer_covid_nm,ukr_rus_twitter,10,listed_count,regression,test,eval_task_transfer_covid_nm_to_ukr_rus_twitter_reg_10shot_listed_count_07_07_2026_08_44_25,-0.06165110475987541,1.865227728227686,1.273608922958374,-0.9357631206512451,3.479074478149414
task_transfer_covid_cl,ukr_rus_twitter,10,friends_count,regression,test,eval_task_transfer_covid_cl_to_ukr_rus_twitter_reg_10shot_friends_count_07_07_2026_08_44_30,0.07139624816047863,5.863967601192219,5.637881278991699,-12.311028480529785,34.38611602783203
task_transfer_covid_cl,ukr_rus_twitter,10,followers_count,regression,test,eval_task_transfer_covid_cl_to_ukr_rus_twitter_reg_10shot_followers_count_07_07_2026_08_44_30,0.009244650336847926,5.223512224170121,4.701062202453613,-4.3650689125061035,27.285079956054688
task_transfer_covid_cl,ukr_rus_twitter,10,account_age_days,regression,test,eval_task_transfer_covid_cl_to_ukr_rus_twitter_reg_10shot_account_age_days_07_07_2026_08_46_07,-0.01514122273077156,7.263313959570588,7.129566192626953,-27.732431411743164,52.75572967529297
task_transfer_covid_cl,ukr_rus_twitter,10,statuses_count,regression,test,eval_task_transfer_covid_cl_to_ukr_rus_twitter_reg_10shot_statuses_count_07_07_2026_08_46_07,0.1764583828237632,7.960998115645705,7.561682224273682,-9.041793823242188,63.37749099731445
task_transfer_covid_cl,ukr_rus_twitter,10,listed_count,regression,test,eval_task_transfer_covid_cl_to_ukr_rus_twitter_reg_10shot_listed_count_07_07_2026_08_46_07,-0.043873728681246046,1.6922319964672556,1.0550564527511597,-0.5933393239974976,2.8636491298675537
task_transfer_covid_cl,ukr_rus_twitter,10,favourites_count,regression,test,eval_task_transfer_covid_cl_to_ukr_rus_twitter_reg_10shot_favourites_count_07_07_2026_08_46_07,0.1758116750745311,8.295190212651093,7.863886833190918,-8.638583183288574,68.8101806640625
task_transfer_covid_fp,ukr_rus_twitter,10,friends_count,regression,test,eval_task_transfer_covid_fp_to_ukr_rus_twitter_reg_10shot_friends_count_07_07_2026_08_47_41,0.044649220196067485,5.830843948340784,5.605828762054443,-12.161073684692383,33.998741149902344
task_transfer_covid_fp,ukr_rus_twitter,10,favourites_count,regression,test,eval_task_transfer_covid_fp_to_ukr_rus_twitter_reg_10shot_favourites_count_07_07_2026_08_47_50,0.05153939581681018,8.255288018805734,7.812886714935303,-8.546077728271484,68.1497802734375
task_transfer_covid_fp,ukr_rus_twitter,10,listed_count,regression,test,eval_task_transfer_covid_fp_to_ukr_rus_twitter_reg_10shot_listed_count_07_07_2026_08_49_14,0.007706439399472424,1.657512615380243,1.002353310585022,-0.5286291837692261,2.7473480701446533
task_transfer_covid_nm,covid19_twitter,10,friends_count,regression,test,eval_task_transfer_covid_nm_to_covid19_twitter_reg_10shot_friends_count_07_07_2026_08_49_22,-0.05477831715937956,6.009221302433543,5.828046798706055,-16.426071166992188,36.110740661621094
task_transfer_covid_nm,covid19_twitter,10,favourites_count,regression,test,eval_task_transfer_covid_nm_to_covid19_twitter_reg_10shot_favourites_count_07_07_2026_08_50_49,-0.021973386764969183,8.321607605337267,7.969803810119629,-11.21163558959961,69.24915313720703
task_transfer_covid_nm,covid19_twitter,10,listed_count,regression,test,eval_task_transfer_covid_nm_to_covid19_twitter_reg_10shot_listed_count_07_07_2026_08_52_37,-0.04280657421747747,1.736811601676655,1.148895025253296,-0.8416327238082886,3.016514539718628
task_transfer_covid_cl,covid19_twitter,10,followers_count,regression,test,eval_task_transfer_covid_cl_to_covid19_twitter_reg_10shot_followers_count_07_07_2026_08_54_19,-2.967892745854928e-05,5.370209089076551,4.972027778625488,-6.16354513168335,28.83914566040039
task_transfer_covid_cl,covid19_twitter,10,friends_count,regression,test,eval_task_transfer_covid_cl_to_covid19_twitter_reg_10shot_friends_count_07_07_2026_08_54_20,0.07983972324104432,5.738307508768203,5.554550647735596,-14.890250205993652,32.92817306518555
task_transfer_covid_cl,covid19_twitter,10,favourites_count,regression,test,eval_task_transfer_covid_cl_to_covid19_twitter_reg_10shot_favourites_count_07_07_2026_08_55_53,0.19648260392706063,8.065343074608347,7.717643737792969,-10.471099853515625,65.04975891113281
task_transfer_covid_cl,covid19_twitter,10,statuses_count,regression,test,eval_task_transfer_covid_cl_to_covid19_twitter_reg_10shot_statuses_count_07_07_2026_08_55_53,0.23750001591042202,8.006557161512456,7.714484214782715,-12.381515502929688,64.1049575805664
task_transfer_covid_cl,covid19_twitter,10,listed_count,regression,test,eval_task_transfer_covid_cl_to_covid19_twitter_reg_10shot_listed_count_07_07_2026_08_57_37,-0.053027258153159826,1.570169470806646,0.9409905076026917,-0.5051876306533813,2.4654321670532227
task_transfer_covid_cl,covid19_twitter,10,account_age_days,regression,test,eval_task_transfer_covid_cl_to_covid19_twitter_reg_10shot_account_age_days_07_07_2026_08_57_37,0.012639055158922472,7.290884299312862,7.200849533081055,-42.100372314453125,53.1569938659668
task_transfer_covid_fp,covid19_twitter,10,friends_count,regression,test,eval_task_transfer_covid_fp_to_covid19_twitter_reg_10shot_friends_count_07_07_2026_08_59_24,-0.02536713044849306,5.711415407820846,5.527252674102783,-14.741662979125977,32.62026596069336
task_transfer_covid_fp,covid19_twitter,10,favourites_count,regression,test,eval_task_transfer_covid_fp_to_covid19_twitter_reg_10shot_favourites_count_07_07_2026_09_01_19,0.021439021777946116,8.030615399295764,7.670236110687256,-10.372527122497559,64.49078369140625
task_transfer_covid_fp,covid19_twitter,10,listed_count,regression,test,eval_task_transfer_covid_fp_to_covid19_twitter_reg_10shot_listed_count_07_07_2026_09_03_15,-0.08956830672329809,1.545358550308384,0.8914327025413513,-0.4579951763153076,2.3881330490112305
task_transfer_covid_nm,twibot20,10,friends_count,regression,test,eval_task_transfer_covid_nm_to_twibot20_reg_10shot_friends_count_07_07_2026_09_05_22,-0.1406030323022379,7.230085448291715,7.002676010131836,-15.838130950927734,52.27413558959961
task_transfer_covid_nm,twibot20,10,listed_count,regression,test,eval_task_transfer_covid_nm_to_twibot20_reg_10shot_listed_count_07_07_2026_09_07_34,-0.10025114947569015,4.002208338540488,3.069328784942627,-1.4693844318389893,16.017671585083008
task_transfer_covid_cl,twibot20,10,friends_count,regression,test,eval_task_transfer_covid_cl_to_twibot20_reg_10shot_friends_count_07_07_2026_09_07_35,-0.021736557564396925,6.963158250028604,6.725740432739258,-14.617789268493652,48.485572814941406
task_transfer_covid_cl,twibot20,10,followers_count,regression,test,eval_task_transfer_covid_cl_to_twibot20_reg_10shot_followers_count_07_07_2026_09_07_35,-0.38531972839324374,8.214384014418131,7.563441276550293,-6.348361015319824,67.47610473632812
task_transfer_covid_cl,twibot20,10,listed_count,regression,test,eval_task_transfer_covid_cl_to_twibot20_reg_10shot_listed_count_07_07_2026_09_07_48,-0.4010373241338787,3.87270693458202,2.8450357913970947,-1.3121638298034668,14.997859001159668
task_transfer_covid_cl,twibot20,10,statuses_count,regression,test,eval_task_transfer_covid_cl_to_twibot20_reg_10shot_statuses_count_07_07_2026_09_07_48,-0.13502051331492537,8.296003680266077,7.916769504547119,-11.038093566894531,68.82367706298828
task_transfer_covid_cl,twibot20,10,account_age_days,regression,test,eval_task_transfer_covid_cl_to_twibot20_reg_10shot_account_age_days_07_07_2026_09_07_48,-0.11097540256923381,7.595008023768211,7.497567653656006,-43.78551483154297,57.684146881103516
task_transfer_covid_fp,twibot20,10,friends_count,regression,test,eval_task_transfer_covid_fp_to_twibot20_reg_10shot_friends_count_07_07_2026_09_08_11,-0.18217132743345166,6.930380802673715,6.700697422027588,-14.471100807189941,48.03017807006836
task_transfer_covid_fp,twibot20,10,listed_count,regression,test,eval_task_transfer_covid_fp_to_twibot20_reg_10shot_listed_count_07_07_2026_09_08_17,-0.42085747694670655,3.7793025526846886,2.792907953262329,-1.2019762992858887,14.283127784729004
task_transfer_covid_nm,midterm,10,followers_count,regression,test,eval_task_transfer_covid_nm_to_midterm_reg_10shot_followers_count_09_07_2026_03_11_20,-0.07106263526751255,6.451029070002066,6.082444190979004,-8.171340942382812,41.61577606201172
task_transfer_covid_nm,midterm,10,statuses_count,regression,test,eval_task_transfer_covid_nm_to_midterm_reg_10shot_statuses_count_09_07_2026_03_11_35,-0.05786728503021267,9.680663619190069,9.482976913452148,-24.271020889282227,93.71524810791016
task_transfer_covid_nm,midterm,10,account_age_days,regression,test,eval_task_transfer_covid_nm_to_midterm_reg_10shot_account_age_days_09_07_2026_03_11_50,0.15742273863770662,7.548376593465468,7.4382710456848145,-32.7656135559082,56.977989196777344
task_transfer_covid_fp,midterm,10,followers_count,regression,test,eval_task_transfer_covid_fp_to_midterm_reg_10shot_followers_count_09_07_2026_03_12_03,-0.012855560961022947,6.158251132166984,5.778434753417969,-7.357754707336426,37.92405700683594
task_transfer_covid_fp,midterm,10,statuses_count,regression,test,eval_task_transfer_covid_fp_to_midterm_reg_10shot_statuses_count_09_07_2026_03_12_17,0.007414482065849607,9.380101964595637,9.18026065826416,-22.72616958618164,87.98631286621094
task_transfer_covid_fp,midterm,10,account_age_days,regression,test,eval_task_transfer_covid_fp_to_midterm_reg_10shot_account_age_days_09_07_2026_03_12_31,-0.0705899943690105,7.247794506435701,7.130203723907471,-30.1300106048584,52.53052520751953
task_transfer_covid_nm,ukr_rus_twitter,10,followers_count,regression,test,eval_task_transfer_covid_nm_to_ukr_rus_twitter_reg_10shot_followers_count_09_07_2026_03_12_44,-0.06030585750716536,5.478633298647111,4.983401298522949,-4.901936054229736,30.015422821044922
task_transfer_covid_nm,ukr_rus_twitter,10,statuses_count,regression,test,eval_task_transfer_covid_nm_to_ukr_rus_twitter_reg_10shot_statuses_count_09_07_2026_03_14_41,-0.10917188835546791,8.2207209903435,7.81758975982666,-9.707696914672852,67.58025360107422
task_transfer_covid_nm,ukr_rus_twitter,10,account_age_days,regression,test,eval_task_transfer_covid_nm_to_ukr_rus_twitter_reg_10shot_account_age_days_09_07_2026_03_16_35,0.049442022638496806,7.515774985103597,7.391855239868164,-29.7645320892334,56.486873626708984
task_transfer_covid_fp,ukr_rus_twitter,10,followers_count,regression,test,eval_task_transfer_covid_fp_to_ukr_rus_twitter_reg_10shot_followers_count_09_07_2026_03_18_28,0.03877889345589798,5.1922817023080565,4.680193901062012,-4.3011064529418945,26.959789276123047
task_transfer_covid_fp,ukr_rus_twitter,10,statuses_count,regression,test,eval_task_transfer_covid_fp_to_ukr_rus_twitter_reg_10shot_statuses_count_09_07_2026_03_20_22,0.05387489922953984,7.919934638938543,7.511636734008789,-8.938468933105469,62.725364685058594
task_transfer_covid_fp,ukr_rus_twitter,10,account_age_days,regression,test,eval_task_transfer_covid_fp_to_ukr_rus_twitter_reg_10shot_account_age_days_09_07_2026_03_22_15,-0.04175873345166218,7.210219854846634,7.081462383270264,-27.313905715942383,51.98727035522461
task_transfer_covid_nm,covid19_twitter,10,followers_count,regression,test,eval_task_transfer_covid_nm_to_covid19_twitter_reg_10shot_followers_count_09_07_2026_03_24_06,-0.061899755899255005,5.6301679818550925,5.251198768615723,-6.873871326446533,31.69879150390625
task_transfer_covid_nm,covid19_twitter,10,statuses_count,regression,test,eval_task_transfer_covid_nm_to_covid19_twitter_reg_10shot_statuses_count_09_07_2026_03_28_36,-0.10038487692428297,8.268797757680488,7.965681076049805,-13.272445678710938,68.37301635742188
task_transfer_covid_nm,covid19_twitter,10,account_age_days,regression,test,eval_task_transfer_covid_nm_to_covid19_twitter_reg_10shot_account_age_days_09_07_2026_03_33_20,0.010042882975226715,7.5421557469842515,7.457726001739502,-45.122371673583984,56.88411331176758
task_transfer_covid_fp,covid19_twitter,10,followers_count,regression,test,eval_task_transfer_covid_fp_to_covid19_twitter_reg_10shot_followers_count_09_07_2026_03_37_51,-0.02372201329497011,5.344531621153693,4.953822135925293,-6.0952043533325195,28.56401824951172
task_transfer_covid_fp,covid19_twitter,10,statuses_count,regression,test,eval_task_transfer_covid_fp_to_covid19_twitter_reg_10shot_statuses_count_09_07_2026_03_41_53,0.03258183270136855,7.972609120313296,7.666412830352783,-12.268279075622559,63.562496185302734
task_transfer_covid_fp,covid19_twitter,10,account_age_days,regression,test,eval_task_transfer_covid_fp_to_covid19_twitter_reg_10shot_account_age_days_09_07_2026_03_46_17,-0.04540057343599103,7.240483055649698,7.154550552368164,-41.506534576416016,52.42459487915039
task_transfer_covid_nm,twibot20,10,followers_count,regression,test,eval_task_transfer_covid_nm_to_twibot20_reg_10shot_followers_count_09_07_2026_03_50_43,-0.211019878558017,8.412915391571591,7.831623077392578,-6.707854747772217,70.77714538574219
task_transfer_covid_nm,twibot20,10,statuses_count,regression,test,eval_task_transfer_covid_nm_to_twibot20_reg_10shot_statuses_count_09_07_2026_03_50_58,-0.19503787262104327,8.540231525221932,8.185842514038086,-11.757309913635254,72.93555450439453
task_transfer_covid_nm,twibot20,10,account_age_days,regression,test,eval_task_transfer_covid_nm_to_twibot20_reg_10shot_account_age_days_09_07_2026_03_51_11,0.010401201148753952,7.860701401648513,7.776577949523926,-46.9737548828125,61.790626525878906
task_transfer_covid_fp,twibot20,10,followers_count,regression,test,eval_task_transfer_covid_fp_to_twibot20_reg_10shot_followers_count_09_07_2026_03_51_26,-0.38319359483210746,8.129507839044017,7.535058498382568,-6.19728946685791,66.08889770507812
task_transfer_covid_fp,twibot20,10,statuses_count,regression,test,eval_task_transfer_covid_fp_to_twibot20_reg_10shot_statuses_count_09_07_2026_03_51_39,-0.32009678625705357,8.24648325554502,7.887100696563721,-10.894806861877441,68.00448608398438
task_transfer_covid_fp,twibot20,10,account_age_days,regression,test,eval_task_transfer_covid_fp_to_twibot20_reg_10shot_account_age_days_09_07_2026_03_51_52,-0.16852746137426455,7.558170308714097,7.471251487731934,-43.35212707519531,57.125938415527344
B0_step20000,twibot20,10,statuses_count,regression,test,eval_B0_step20000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_11_32,-0.07095914826454038,8.399644717014542,8.046249389648438,-11.340753555297852,70.55403137207031
B0_step20000,twibot20,10,followers_count,regression,test,eval_B0_step20000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_11_32,0.0006803434528762373,8.27168106872096,7.695994853973389,-6.451231479644775,68.42070770263672
B0_step20000,twibot20,10,account_age_days,regression,test,eval_B0_step20000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_11_32,0.01951259030706017,7.716942950164511,7.631190776824951,-45.23508834838867,59.55120849609375
B0_step40000,twibot20,10,followers_count,regression,test,eval_B0_step40000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_11_46,0.12138048626290861,8.308978489270281,7.744817733764648,-6.518579006195068,69.03912353515625
B0_step40000,twibot20,10,statuses_count,regression,test,eval_B0_step40000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_11_47,0.009228030218168422,8.44199686663004,8.095230102539062,-11.465514183044434,71.2673110961914
B0_step40000,twibot20,10,account_age_days,regression,test,eval_B0_step40000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_11_47,0.04823966127744347,7.765989483083736,7.681907653808594,-45.824668884277344,60.31059265136719
B0_step60000,twibot20,10,followers_count,regression,test,eval_B0_step60000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_12_00,0.10790150544655007,8.317282312065267,7.752962112426758,-6.533614158630371,69.17718505859375
B0_step60000,twibot20,10,statuses_count,regression,test,eval_B0_step60000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_12_02,0.044339448160314196,8.448266062505999,8.103462219238281,-11.48403549194336,71.37319946289062
B0_step60000,twibot20,10,account_age_days,regression,test,eval_B0_step60000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_12_02,0.0476516873397894,7.769355476581334,7.685149192810059,-45.86526870727539,60.362884521484375
B0_step110000,twibot20,10,followers_count,regression,test,eval_B0_step110000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_12_14,0.03245266984125309,8.296718674963277,7.7253851890563965,-6.496407985687256,68.83554077148438
B0_step110000,twibot20,10,statuses_count,regression,test,eval_B0_step110000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_12_15,-0.05239537975007932,8.427639999833694,8.07662296295166,-11.423151969909668,71.02511596679688
B0_step110000,twibot20,10,account_age_days,regression,test,eval_B0_step110000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_12_16,0.06922529285888579,7.744030283734716,7.65972375869751,-45.560237884521484,59.97000503540039
E1_step20000,twibot20,10,statuses_count,regression,test,eval_E1_step20000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_13_23,0.23472972363445854,7.868996405587713,7.512485504150391,-9.830750465393066,61.921104431152344
E1_step20000,twibot20,10,followers_count,regression,test,eval_E1_step20000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_13_23,0.21260847347188983,7.758658463835566,7.1606125831604,-5.555619716644287,60.196781158447266
E1_step20000,twibot20,10,account_age_days,regression,test,eval_E1_step20000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_13_23,0.1322002782984766,7.178803332391566,7.090343952178955,-39.011539459228516,51.53521728515625
E1_step40000,twibot20,10,followers_count,regression,test,eval_E1_step40000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_13_38,0.26649613196062943,7.681531620682869,7.084841251373291,-5.425931930541992,59.00592803955078
E1_step40000,twibot20,10,account_age_days,regression,test,eval_E1_step40000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_13_39,0.15787221441074611,7.10237195864627,7.013327598571777,-38.16408157348633,50.443687438964844
E1_step40000,twibot20,10,statuses_count,regression,test,eval_E1_step40000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_13_40,0.24168913652535043,7.793877463074707,7.435658931732178,-9.62495231628418,60.74452590942383
E1_step60000,twibot20,10,followers_count,regression,test,eval_E1_step60000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_13_53,0.19282951878449187,7.670796926544285,7.067466735839844,-5.407984256744385,58.84112548828125
E1_step60000,twibot20,10,account_age_days,regression,test,eval_E1_step60000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_13_54,0.1882853489655108,7.083505635877327,6.9950480461120605,-37.95629119873047,50.17605209350586
E1_step60000,twibot20,10,statuses_count,regression,test,eval_E1_step60000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_13_54,0.19087240825633692,7.778961457902037,7.416266441345215,-9.584322929382324,60.51224136352539
E1_step110000,twibot20,10,statuses_count,regression,test,eval_E1_step110000_to_twibot20_reg_10shot_statuses_count_09_07_2026_08_14_09,0.15375007608284905,7.850910945447022,7.4880781173706055,-9.781022071838379,61.636802673339844
E1_step110000,twibot20,10,followers_count,regression,test,eval_E1_step110000_to_twibot20_reg_10shot_followers_count_09_07_2026_08_14_09,0.10232505392593517,7.743349236439032,7.136226654052734,-5.5297746658325195,59.95945739746094
E1_step110000,twibot20,10,account_age_days,regression,test,eval_E1_step110000_to_twibot20_reg_10shot_account_age_days_09_07_2026_08_14_10,0.1699321191442456,7.1561551150232505,7.067634582519531,-38.75947189331055,51.21055603027344
B0,midterm,10,followers_count,regression,test,eval_B0_to_midterm_reg_10shot_followers_count_09_07_2026_08_22_40,-0.09472721309168855,6.33823549716554,5.962381362915039,-7.853429794311523,40.1732292175293
